chr	start	end	DNA average	DNA rank	Group	P7 CM P300 binding	ID	RNA average	RNA:DNA average
chr16	5443679	5444078	86.24290165	565	ES	3	779	59.2649948	0.68718693
chr13	3455326	3455725	86.1028922	1970	ES	1	674	1.160535858	0.013478477
chr11	4806170	4806569	85.89875144	707	ES	2	550	49.05423935	0.571070458
chr19	3844700	3845099	85.74495734	1774	ES	1	948	13.40885496	0.156380683
chr17	4948434	4948833	85.68423784	942	ES	4	830	36.0995905	0.421309583
chr10	5773326	5773725	85.4386553	483	ES	0	480	69.79155247	0.816861551
chr4	3660412	3660811	85.34048196	1758	ES	2	132	13.97967733	0.163810621
chr12	4358040	4358439	84.70975817	1784	ES	1	645	12.93036991	0.152643216
chr18	4803535	4803934	84.63006662	1014	ES	6	914	33.53219029	0.396220772
chr15	6016557	6016956	84.39936053	781	ES	1	737	43.00173571	0.509503099
chr6	5008307	5008706	84.31262809	1112	ES	3	241	30.78247697	0.365099246
chr17	5660386	5660785	84.01816128	877	ES	1	855	38.12907327	0.453819421
chr6	4681543	4681942	83.61020316	1738	ES	0	222	14.45707556	0.172910423
chr6	6113771	6114170	82.24821026	1160	ES	7	274	28.75542229	0.349617605
chr13	3036869	3037268	81.80883928	841	ES	1	669	38.72553108	0.473366099
chr10	3591773	3592172	81.30668626	576	ES	23	414	55.06188682	0.677212285
chr5	4303788	4304187	81.24755231	947	ES	2	184	34.08613211	0.419534265
chr11	3887284	3887683	80.68674234	1094	ES	1	509	29.84692949	0.369911198
chr16	4276652	4277051	80.61605159	1279	ES	3	754	25.12966718	0.311720392
chr2	6046770	6047169	80.27987727	1914	ES	1	92	6.484028443	0.080767792
chr8	4436039	4436438	80.22124628	1525	ES	0	393	19.40165178	0.241851787
chr8	3214641	3215040	80.14253468	1889	ES	3	361	7.755316483	0.096769044
chr18	4557553	4557952	79.43042293	1097	ES	2	911	29.31538157	0.369069942
chr19	5954256	5954655	78.83823556	1316	ES	4	997	23.58441416	0.299149442
chr1	5232063	5232462	78.80278755	840	ES	0	29	37.33831739	0.473819754
chr11	3545744	3546143	78.74325104	1814	ES	9	500	10.85493812	0.137852298
chr12	4360552	4360951	78.53793904	1518	ES	0	646	19.04567387	0.242502848
chr19	6029692	6030091	78.51724111	733	ES	0	1000	42.89378823	0.5462977
chr17	5661363	5661762	78.38672816	1034	ES	2	856	30.36469909	0.387370411
chr10	4492000	4492399	78.13116487	1679	ES	0	470	15.07184261	0.192904363
chr6	6058503	6058902	78.1310917	718	ES	3	271	43.81962325	0.560847446
chr6	6140233	6140632	78.0420655	835	ES	2	280	37.45179101	0.47989236
chr17	5770370	5770769	77.93785118	1226	ES	35	860	25.57611864	0.328160429
chr12	4171101	4171500	77.79427632	1672	ES	0	640	15.20179166	0.195410156
chr2	4916131	4916530	77.73602192	1429	ES	0	57	20.82394504	0.267880251
chr8	4481604	4482003	77.71172089	813	ES	2	394	37.92682896	0.488045156
chr7	3261552	3261951	77.6749081	1490	ES	6	299	19.42575424	0.25009047
chr12	4177983	4178382	77.10181538	914	ES	0	641	33.99468128	0.440906367
chr11	5972305	5972704	76.91082142	1748	ES	1	587	12.87677429	0.16742474
chr15	5230818	5231217	76.8968505	980	ES	0	730	31.38779065	0.408180445
chr17	5552237	5552636	76.37344117	752	ES	1	852	40.55302879	0.530983391
chr2	3444867	3445266	76.36381705	262	ES	1	38	115.2990179	1.509864519
chr18	3764699	3765098	76.25134339	1630	ES	2	894	15.84414303	0.207788379
chr10	5796153	5796552	75.9085979	1395	ES	3	482	20.94986697	0.275988064
chr8	3724361	3724760	75.80883679	1819	ES	1	380	10.31691023	0.13609113
chr19	5224648	5225047	75.67751745	281	ES	4	981	105.2551902	1.390838306
chr8	5586870	5587269	75.49840368	1907	ES	0	402	6.277463119	0.083146965
chr15	6030762	6031161	75.402869	1388	ES	0	738	20.94281487	0.277745597
chr10	5310496	5310895	75.26438017	440	ES	32	476	67.57952886	0.897895242
chr11	4422991	4423390	75.19579566	1244	ES	3	529	24.10866594	0.320611887
chr17	3616301	3616700	75.02869068	1906	ES	0	812	6.363735064	0.084817355
chr2	5171473	5171872	74.82953778	818	ES	1	67	36.26135	0.484586048
chr12	3689623	3690022	74.81584306	1115	ES	3	621	27.25175988	0.36425119
chr17	5968576	5968975	74.72727611	1825	ES	9	873	10.00771731	0.133923218
chr17	5874542	5874941	74.34501201	1123	ES	1	865	26.90010199	0.361827933
chr17	3453973	3454372	74.28801599	1351	ES	1	806	21.43282402	0.288509846
chr2	4868263	4868662	73.55465392	765	ES	8	56	38.26829916	0.520270263
chr11	4308190	4308589	73.28328743	1903	ES	4	526	6.326432408	0.086328447
chr11	4680303	4680702	73.03920274	1174	ES	4	541	25.16991442	0.344608285
chr18	5374492	5374891	72.83463945	1227	ES	5	923	23.84255042	0.327351801
chr13	4825827	4826226	72.04285166	636	ES	0	696	45.5122195	0.631738173
chr10	5560673	5561072	71.93776603	1212	ES	0	477	23.88387327	0.332007436
chr15	5513065	5513464	71.66170784	335	ES	4	731	81.26941576	1.134070317
chr11	4343875	4344274	71.48184089	1314	ES	0	527	21.43712025	0.299896029
chr11	4466317	4466716	71.46486421	1792	ES	24	534	10.56863633	0.147885768
chr17	5900289	5900688	71.34624918	1609	ES	2	868	15.47597462	0.21691364
chr8	3552307	3552706	71.11754292	1744	ES	1	374	12.0555223	0.16951545
chr6	4684849	4685248	70.80179256	1023	ES	5	223	27.80614554	0.392732225
chr13	5702127	5702526	70.68328839	1598	ES	3	703	15.49702323	0.219245929
chr15	5152117	5152516	70.42116943	658	ES	3	729	42.83149322	0.608218999
chr10	4072211	4072610	70.07607698	1324	ES	1	434	20.77814644	0.296508414
chr16	4702567	4702966	69.96298	1728	ES	0	767	12.23071099	0.174816896
chr10	6109483	6109882	69.89378989	1846	ES	0	485	8.53927445	0.12217501
chr6	4738814	4739213	69.84592328	604	ES	3	226	45.91776041	0.65741504
chr10	4259776	4260175	69.83039404	950	ES	2	453	29.25120813	0.418889347
chr16	4549164	4549563	69.75300953	1145	ES	0	764	24.69378482	0.354017482
chr12	3550164	3550563	69.57978091	1321	ES	6	615	20.69514385	0.297430426
chr17	5993013	5993412	69.47002131	1003	ES	8	875	27.88478617	0.401393085
chr19	5207427	5207826	68.88317843	1793	ES	2	980	10.17238304	0.147675866
chr16	6042802	6043201	68.43024131	468	ES	4	789	57.61559247	0.841960972
chr19	4896951	4897350	68.06717226	1963	ES	5	970	1.774266003	0.026066398
chr11	3955079	3955478	68.00375867	500	ES	1	512	52.56905262	0.773031574
chr12	4146015	4146414	67.78762909	1559	ES	0	636	15.68295588	0.231354247
chr7	3164077	3164476	67.58926485	1765	ES	0	286	10.88226242	0.161005782
chr1	4150669	4151068	67.52709791	1665	ES	0	10	13.40010934	0.198440474
chr13	3730480	3730879	66.40875991	666	ES	19	681	39.8001847	0.599321306
chr1	6015645	6016044	65.93090794	1299	ES	1	33	20.15637417	0.305719651
chr6	3671943	3672342	65.5040959	622	ES	1	212	42.18572795	0.644016643
chr17	4645347	4645746	65.47852098	1710	ES	1	827	11.82587129	0.180606879
chr19	3855547	3855946	65.26945003	806	ES	10	949	32.20269655	0.493380847
chr2	4687441	4687840	65.23485561	1228	ES	1	53	21.3352059	0.327052244
chr4	5807652	5808051	65.14113547	870	ES	0	160	29.73628185	0.456490075
chr5	4195233	4195632	64.54648301	1046	ES	4	183	24.7877231	0.384029028
chr13	5722639	5723038	64.14208303	1927	ES	0	704	4.339497476	0.067654452
chr2	5618430	5618829	64.13668311	1454	ES	4	78	16.61564315	0.259066144
chr18	4891729	4892128	64.13409989	1612	ES	4	916	13.78363969	0.214919048
chr12	5191951	5192350	64.11015771	471	ES	17	664	53.65263543	0.836881975
chr6	4887728	4888127	63.69159328	593	ES	3	230	42.44441138	0.666405238
chr6	5022861	5023260	63.4512276	710	ES	2	244	36.12051274	0.569264207
chr13	5185271	5185670	63.32032982	1539	ES	0	697	14.9234081	0.235681149
chr6	6117696	6118095	62.90518544	1557	ES	6	276	14.57896382	0.231760923
chr16	3778070	3778469	62.71847112	495	ES	1	741	49.6298629	0.791311746
chr13	3221851	3222250	62.66671696	1772	ES	0	672	9.861011206	0.157356436
chr3	3312986	3313385	62.40945	671	ES	1	107	37.05218449	0.593695097
chr12	3602741	3603140	62.4074147	688	ES	1	617	36.31333393	0.581875313
chr6	3424535	3424934	62.22041595	866	ES	0	208	28.45021258	0.457248833
chr18	4860583	4860982	62.19001124	1336	ES	3	915	18.13089672	0.291540335
chr18	3481290	3481689	62.03442759	1853	ES	2	886	7.370309391	0.118809985
chr11	4462886	4463285	61.85271063	406	ES	3	532	58.79838932	0.950619443
chr3	5326750	5327149	61.61942131	882	ES	2	118	27.92434326	0.453174383
chr12	3535377	3535776	61.45322088	741	ES	0	611	33.14051983	0.539280437
chr12	4552455	4552854	61.30766615	1873	ES	1	651	6.872457528	0.112097849
chr17	4984619	4985018	61.16927045	1437	ES	2	832	16.18636833	0.264616011
chr10	4107937	4108336	60.71277519	1708	ES	19	437	10.98166798	0.180879031
chr7	4251010	4251409	60.41334049	1595	ES	0	331	13.28162449	0.219845888
chr17	5377710	5378109	60.32723137	802	ES	1	848	29.8703239	0.495138319
chr5	5269969	5270368	59.73983833	1432	ES	0	189	15.91506313	0.266406197
chr8	3400688	3401087	59.37973956	366	ES	7	363	60.77052533	1.023421891
chr6	5338800	5339199	58.960828	1483	ES	0	255	14.87732521	0.252325582
chr17	4633829	4634228	58.60483531	433	ES	1	826	53.30176066	0.909511312
chr13	5550371	5550770	58.10863238	333	ES	5	699	66.44696322	1.143495562
chr10	4061357	4061756	58.0241715	1617	ES	0	433	12.39404895	0.213601481
chr17	5849065	5849464	57.85332531	715	ES	3	863	32.63628604	0.564121178
chr11	4808379	4808778	57.208248	1778	ES	2	551	8.87767047	0.155181653
chr16	4520560	4520959	57.15958226	1675	ES	15	763	11.10400885	0.194263296
chr10	3589813	3590212	57.04835525	1538	ES	3	413	13.48677339	0.236409504
chr5	4317946	4318345	56.96072329	778	ES	3	186	29.19848866	0.512607407
chr6	4980123	4980522	56.81503046	481	ES	6	237	46.48652018	0.818208136
chr8	4366160	4366559	56.65443172	1909	ES	2	391	4.675969139	0.082534923
chr15	3445217	3445616	56.41403057	1303	ES	6	719	17.12084316	0.303485551
chr10	3729774	3730173	56.14768741	1392	ES	4	420	15.57785252	0.277444241
chr10	3192191	3192590	55.94679314	499	ES	0	406	43.29231861	0.773812335
chr16	5285324	5285723	55.82665526	1560	ES	3	775	12.90060591	0.231083267
chr15	5134905	5135304	55.51192255	1067	ES	0	728	20.89967721	0.376489883
chr16	4277752	4278151	55.43993796	921	ES	3	755	24.2378554	0.437191243
chr4	3712040	3712439	54.81840849	1306	ES	5	133	16.55652273	0.302024871
chr18	4416891	4417290	53.96379273	1961	ES	0	909	1.58463023	0.029364693
chr5	5698907	5699306	53.66498135	768	ES	1	196	27.83224566	0.51862956
chr6	5482156	5482555	53.64813327	1546	ES	0	261	12.59166959	0.234708439
chr6	5029743	5030142	53.60782	1360	ES	1	247	15.29189556	0.285254941
chr2	5584566	5584965	53.47539938	1380	ES	9	76	14.95333817	0.279630229
chr1	5261194	5261593	53.43616646	1250	ES	0	31	17.04234265	0.318928991
chr13	4563056	4563455	53.36068962	1530	ES	0	692	12.81645056	0.24018525
chr5	5372980	5373379	53.14833672	1727	ES	3	193	9.322449684	0.175404354
chr7	3427286	3427685	52.63372739	857	ES	2	316	24.46042235	0.464729054
chr10	4504203	4504602	52.24959332	1830	ES	0	472	6.800431412	0.13015281
chr2	4626372	4626771	52.08222988	1692	ES	0	52	9.783230583	0.187842007
chr16	5500465	5500864	51.98387348	1634	ES	0	782	10.73835707	0.20657093
chr13	3004645	3005044	51.70960987	521	ES	0	668	38.36374318	0.741907419
chr16	4381206	4381605	51.26888234	1277	ES	8	758	15.99456921	0.311974213
chr7	3347493	3347892	51.24660837	686	ES	1	306	29.83951604	0.582272993
chr18	3847334	3847733	51.07808918	1695	ES	0	896	9.50779428	0.186142325
chr7	4664499	4664898	51.01326361	1376	ES	3	342	14.31730397	0.280658459
chr11	5943170	5943569	50.51671131	1829	ES	2	584	6.602915699	0.130707553
chr8	3416597	3416996	50.26318333	848	ES	11	366	23.5506967	0.468547655
chr2	3948287	3948686	50.25585897	1262	ES	2	40	15.93485962	0.317074664
chr7	3338624	3339023	50.24131192	1460	ES	1	305	12.95917038	0.257938535
chr6	5809876	5810275	49.84696586	1520	ES	0	267	12.07470352	0.242235476
chr6	4737457	4737856	49.78876913	1171	ES	3	225	17.1806717	0.345071228
chr3	3370431	3370830	49.70362	1787	ES	0	110	7.41616282	0.1492077
chr2	4967792	4968191	49.28184902	1951	ES	0	58	2.029621456	0.041183955
chr12	3414944	3415343	49.10079086	1894	ES	5	608	4.563032375	0.092931953
chr18	3449419	3449818	49.04966002	1428	ES	0	885	13.15744354	0.268247395
chr17	3206524	3206923	49.02747695	424	ES	4	792	45.62495579	0.930599709
chr19	5835528	5835927	48.72052659	1564	ES	4	995	11.22571341	0.230410347
chr11	3390574	3390973	48.43409836	661	ES	1	494	29.25797235	0.604077981
chr3	6100825	6101224	48.29570266	1842	ES	0	123	5.926899628	0.122721056
chr3	3349765	3350164	48.06885814	732	ES	0	108	26.3145718	0.547434926
chr4	3401717	3402116	48.05950798	1354	ES	0	127	13.79430203	0.287025453
chr17	3878941	3879340	47.75868126	531	ES	0	813	34.69557049	0.726476728
chr7	4796272	4796671	47.57148172	1076	ES	3	347	17.79208318	0.374007337
chr15	4356449	4356848	47.56035248	667	ES	5	724	28.38634759	0.596848974
chr3	3363865	3364264	47.55358779	1352	ES	0	109	13.71449351	0.288400816
chr6	3677960	3678359	47.28143264	664	ES	1	213	28.51629656	0.603118285
chr12	3089491	3089890	46.71060422	1154	ES	0	599	16.39233474	0.350933905
chr17	3214852	3215251	46.70692794	1611	ES	1	793	10.09388792	0.21611115
chr13	5695585	5695984	46.54977648	540	ES	1	701	33.3582469	0.716614545
chr11	4302406	4302805	46.21747197	587	ES	22	525	31.10445147	0.673002009
chr15	5026122	5026521	46.21136606	1446	ES	2	726	12.12149672	0.262305527
chr6	6109361	6109760	45.65414147	536	ES	1	273	32.8577262	0.71970965
chr2	5249217	5249616	45.2696685	1706	ES	0	69	8.234675304	0.181902708
chr4	4549959	4550358	45.02504091	1687	ES	0	146	8.582240449	0.190610386
chr7	5899885	5900284	44.96997757	1203	ES	0	358	15.12690487	0.336377861
chr18	5380656	5381055	44.7439122	1962	ES	1	924	1.219989227	0.027266038
chr1	5044274	5044673	44.68596947	1805	ES	0	25	6.417235401	0.143607389
chr1	3035681	3036080	44.62153823	1703	ES	2	1	8.154920688	0.182757498
chr4	3402757	3403156	44.41356759	1535	ES	0	128	10.53708975	0.237249343
chr6	6135988	6136387	44.04323912	913	ES	8	278	19.43022782	0.441162553
chr3	3961205	3961604	43.87718726	372	ES	1	115	44.3827049	1.011521195
chr18	5423119	5423518	43.69419418	1864	ES	0	925	5.014522657	0.114764049
chr2	5080357	5080756	43.39807913	1155	ES	3	64	15.21525911	0.350597525
chr19	3537438	3537837	42.83022826	1866	ES	3	936	4.866044665	0.113612392
chr6	4395886	4396285	42.7627086	1959	ES	0	216	1.402025302	0.032786167
chr11	4246224	4246623	42.72917777	1661	ES	1	519	8.537714085	0.199809932
chr19	5178722	5179121	42.62836354	749	ES	0	979	22.75902644	0.533893975
chr7	3570563	3570962	42.42367486	1897	ES	0	320	3.845597135	0.090647431
chr1	3482803	3483202	42.28932979	1947	ES	3	4	2.120418764	0.050140751
chr16	4971657	4972056	42.20076285	1138	ES	40	770	15.08295905	0.35740963
chr1	3445674	3446073	42.1395309	1568	ES	0	3	9.644900669	0.228880115
chr11	6164225	6164624	42.06938807	1759	ES	1	597	6.864679589	0.163175171
chr16	4469641	4470040	41.71983068	933	ES	3	761	17.95468699	0.430363371
chr5	3943266	3943665	41.46022402	1523	ES	0	182	10.03741726	0.242097516
chr7	3280222	3280621	40.91834336	1011	ES	15	301	16.33289692	0.399158313
chr15	4348920	4349319	40.79692434	1492	ES	7	723	10.19343621	0.249857958
chr11	4519032	4519431	40.53573214	1463	ES	1	538	10.41996309	0.257056245
chr5	4314591	4314990	40.46293069	833	ES	2	185	19.44039667	0.480449546
chr10	3891935	3892334	40.40690512	304	ES	4	429	51.54505354	1.275649629
chr11	6154051	6154450	39.94597439	1898	ES	6	596	3.613054522	0.090448526
chr18	3368650	3369049	39.84495937	1066	ES	0	882	15.0151185	0.376838595
chr6	4677424	4677823	39.66941925	1452	ES	6	221	10.350313	0.260914155
chr11	3665212	3665611	39.587617	1561	ES	1	506	9.144691968	0.230998799
chr10	3908455	3908854	39.58736077	1618	ES	0	430	8.44977693	0.213446331
chr3	4680169	4680568	39.54426851	1757	ES	0	116	6.484498545	0.163980743
chr13	5696975	5697374	39.53710949	1211	ES	6	702	13.12685615	0.332013552
chr15	5895928	5896327	39.43496594	1485	ES	0	733	9.942371305	0.252120702
chr8	3414636	3415035	39.32229149	1196	ES	7	365	13.3358952	0.339143389
chr15	5937226	5937625	39.31892687	1230	ES	3	735	12.84420629	0.326667265
chr5	3351687	3352086	39.19479379	751	ES	0	171	20.87748992	0.532659772
chr10	3236905	3237304	38.67947847	1565	ES	16	408	8.896423636	0.230003712
chr8	3399817	3400216	38.48011431	728	ES	3	362	21.14512483	0.549507849
chr7	4155049	4155448	38.42253044	939	ES	0	329	16.27239878	0.423511898
chr10	3631145	3631544	38.34166318	1071	ES	14	415	14.38925206	0.375290242
chr6	5755098	5755497	38.20528281	932	ES	0	266	16.44282002	0.430380796
chr19	4806447	4806846	37.63864312	1638	ES	2	964	7.720840961	0.205130693
chr19	3759821	3760220	37.62053066	1949	ES	0	944	1.672439563	0.044455502
chr17	3351515	3351914	37.60100622	452	ES	1	798	33.23374856	0.883852639
chr17	4163431	4163830	37.42104837	1275	ES	3	816	11.68131706	0.312159001
chr19	5806195	5806594	37.04426685	1273	ES	49	991	11.62432321	0.313795472
chr11	4762100	4762499	36.44460879	1826	ES	3	544	4.84653971	0.132983722
chr15	6044602	6045001	36.32837619	1362	ES	2	739	10.346677	0.284809785
chr11	5255557	5255956	35.4731748	1447	ES	6	561	9.300515976	0.262184482
chr2	6124628	6125027	35.35138868	1489	ES	3	101	8.873812484	0.251017366
chr18	3178746	3179145	35.23955609	1087	ES	0	878	13.05771338	0.37054137
chr12	3829352	3829751	35.18889274	801	ES	4	627	17.42735712	0.495251648
chr12	5172952	5173351	35.18781966	1688	ES	3	662	6.699100575	0.190381235
chr10	4147624	4148023	34.99130765	1913	ES	2	444	2.828050123	0.080821504
chr11	5502441	5502840	34.48131685	784	ES	4	568	17.53321796	0.508484581
chr16	5817262	5817661	34.45299241	306	ES	3	786	43.82105227	1.271908453
chr6	3396102	3396501	34.35428665	484	ES	0	207	27.96006172	0.81387403
chr11	6033923	6034322	34.07857559	922	ES	2	590	14.87720682	0.436556005
chr6	5464522	5464921	33.97766096	1650	ES	3	259	6.867500187	0.202118097
chr4	5667543	5667942	33.50902105	949	ES	6	155	14.04401483	0.419111463
chr6	5025646	5026045	33.26501679	1082	ES	3	245	12.36924215	0.371839348
chr11	5172533	5172932	33.148025	997	ES	6	559	13.34979593	0.40273277
chr8	3574588	3574987	33.14631909	374	ES	4	376	33.49518038	1.010524888
chr5	3880600	3880999	33.06154655	1718	ES	1	181	5.911669602	0.178808018
chr12	3297725	3298124	32.78436808	1982	ES	3	605	0.025964551	0.00079198
chr1	5136847	5137246	32.72143972	402	ES	0	27	31.29240224	0.956327182
chr2	5789803	5790202	32.67658836	1444	ES	0	88	8.582611334	0.262653226
chr12	4548689	4549088	32.25954677	1181	ES	15	650	11.04565081	0.342399442
chr5	3470007	3470406	32.25150819	1184	ES	1	175	11.00370092	0.341184073
chr7	3318037	3318436	31.69842514	926	ES	2	303	13.7606571	0.434111696
chr19	5763572	5763971	31.5649796	1711	ES	3	989	5.700103082	0.180583139
chr12	3528049	3528448	31.52675483	1274	ES	0	610	9.876890404	0.313285984
chr8	4342006	4342405	31.51928414	513	ES	3	386	23.72209608	0.752621664
chr17	3285125	3285524	31.40579283	1356	ES	3	795	8.984293786	0.28607123
chr17	5893278	5893677	31.28576582	1635	ES	0	867	6.44197044	0.205907392
chr12	5227165	5227564	31.25681806	1117	ES	4	666	11.38098407	0.364112049
chr19	4015508	4015907	31.12767938	445	ES	1	951	27.87608556	0.895540115
chr3	3893695	3894094	31.05827075	853	ES	0	114	14.50109018	0.466899471
chr4	4054484	4054883	30.84732983	1576	ES	0	139	7.004512139	0.22707029
chr16	3849733	3850132	30.72628516	1386	ES	2	746	8.541599561	0.277989985
chr6	4653691	4654090	30.08590178	1554	ES	0	220	7.000704858	0.232690544
chr19	4831223	4831622	29.96045711	1739	ES	2	966	5.157318921	0.172137525
chr4	4249635	4250034	29.87022196	1753	ES	2	141	4.96222684	0.166126212
chr4	3630583	3630982	29.86630718	211	ES	1	131	52.09463766	1.744261095
chr16	5811709	5812108	29.80699967	1497	ES	1	785	7.408652319	0.248554112
chr6	5011337	5011736	29.54269181	461	ES	1	242	25.44704493	0.861365142
chr15	3989506	3989905	29.50670314	1326	ES	1	721	8.728194548	0.295803788
chr17	4921159	4921558	29.35393395	1707	ES	1	828	5.336444204	0.18179656
chr18	3822058	3822457	29.2640659	1361	ES	2	895	8.347525923	0.28524833
chr18	3593469	3593868	29.24177196	1340	ES	0	889	8.500096966	0.290683375
chr12	3127269	3127668	29.04639574	1443	ES	0	602	7.631181851	0.262723882
chr10	3172743	3173142	28.80489427	1033	ES	0	404	11.16873219	0.387737309
chr16	4245186	4245585	28.72074506	1474	ES	0	752	7.293631736	0.253949949
chr6	4926127	4926526	28.66409617	1441	ES	7	232	7.551323878	0.263441897
chr8	4586158	4586557	28.55979919	455	ES	0	396	24.95594982	0.873813911
chr5	5686954	5687353	28.53405071	279	ES	8	195	39.89193868	1.398046814
chr11	4223387	4223786	27.79398888	1944	ES	2	517	1.471503091	0.052943214
chr10	4336873	4337272	27.63454589	1047	ES	1	463	10.60913503	0.383908427
chr2	5077843	5078242	27.52212766	1102	ES	3	63	10.10979429	0.367333311
chr3	3672939	3673338	27.46921775	1107	ES	0	113	10.06295616	0.366335738
chr2	5793803	5794202	27.20027139	1451	ES	0	89	7.102523134	0.261119569
chr16	5002050	5002449	27.16017666	1857	ES	0	771	3.192912298	0.117558598
chr7	4355274	4355673	27.09331579	1694	ES	4	335	5.055210812	0.186585166
chr19	3578868	3579267	27.01403407	974	ES	2	938	11.10078249	0.410926501
chr19	4135804	4136203	26.89649212	1878	ES	4	954	2.906065671	0.108046271
chr5	3386653	3387052	26.66278027	1347	ES	13	172	7.718726816	0.289494446
chr5	3252938	3253337	26.23169683	832	ES	0	165	12.60547962	0.480543813
chr7	3195759	3196158	25.94810303	975	ES	0	291	10.66176911	0.410888191
chr2	6125785	6126184	25.94051197	1516	ES	21	102	6.308788149	0.243202145
chr10	4252721	4253120	25.73568519	1958	ES	3	451	0.917554878	0.035653019
chr12	3539532	3539931	25.70687552	1628	ES	2	612	5.378007815	0.209205036
chr18	3961783	3962182	25.50176431	1669	ES	2	899	5.006179539	0.196307184
chr18	4327823	4328222	25.48317486	1069	ES	0	905	9.577899396	0.375851889
chr7	3579178	3579577	25.36314785	1953	ES	1	321	1.022169453	0.040301364
chr10	4242800	4243199	25.26812786	462	ES	2	447	21.73569345	0.860201973
chr16	4405455	4405854	25.24687978	687	ES	15	759	14.70040155	0.582266073
chr10	4278087	4278486	25.08941666	1122	ES	4	456	9.107680298	0.36300885
chr1	3062679	3063078	24.87634004	1217	ES	0	2	8.253762681	0.331791681
chr2	3669718	3670117	24.79557317	1972	ES	2	35	0.297285913	0.011989475
chr8	3862882	3863281	24.72257093	409	ES	0	382	23.43955985	0.948103655
chr7	4260588	4260987	24.37994357	1732	ES	0	332	4.253120559	0.174451616
chr19	5014810	5015209	24.35193079	787	ES	6	974	12.33628009	0.506583244
chr10	4144929	4145328	24.16481391	1494	ES	5	443	6.024201938	0.249296434
chr17	5958878	5959277	24.11943012	560	ES	5	872	16.67824732	0.691485961
chr5	5822516	5822915	23.96051955	618	ES	0	198	15.49863779	0.646840639
chr4	5515609	5516008	23.78441155	1090	ES	0	150	8.807433926	0.370302789
chr10	4236985	4237384	23.67915235	1121	ES	1	446	8.598836308	0.363139532
chr18	3005273	3005672	23.6693347	566	ES	29	877	16.26461683	0.687159865
chr5	3872417	3872816	23.54118644	1627	ES	1	180	4.927459632	0.20931229
chr10	3646349	3646748	23.46435208	916	ES	13	417	10.30810293	0.43930908
chr6	5026925	5027324	23.05484612	1777	ES	7	246	3.580989933	0.155324825
chr6	5099294	5099693	23.02151609	567	ES	2	249	15.81764916	0.687081125
chr17	4285587	4285986	22.73584928	809	ES	4	821	11.16303835	0.490988404
chr15	4213449	4213848	22.16286742	1888	ES	3	722	2.147141236	0.096880119
chr8	4354406	4354805	22.14211406	1952	ES	3	389	0.905000182	0.040872348
chr2	5356781	5357180	22.07637124	1397	ES	2	71	6.069206045	0.274918644
chr1	6059024	6059423	21.91370173	999	ES	5	34	8.82139095	0.402551383
chr6	3664171	3664570	21.48115088	1008	ES	1	211	8.599707385	0.400337367
chr10	3721062	3721461	21.32691428	1916	ES	3	419	1.717046553	0.080510782
chr4	3828065	3828464	21.26557146	1329	ES	0	138	6.252740595	0.294031158
chr4	3821418	3821817	21.0998867	756	ES	0	137	11.14181281	0.528050836
chr1	5778530	5778929	21.05239444	1147	ES	0	32	7.424703436	0.352677386
chr8	3546174	3546573	21.01000817	1584	ES	2	372	4.733481182	0.225296494
chr19	3690585	3690984	20.62041148	1716	ES	1	941	3.699715388	0.179420056
chr13	3531853	3532252	20.58011595	1176	ES	1	676	7.088391168	0.344429117
chr3	6087119	6087518	20.01758233	1761	ES	1	121	3.249673176	0.162340942
chr8	3433764	3434163	19.86277784	1464	ES	0	370	5.094964191	0.25650814
chr10	4143164	4143563	19.86277784	1629	ES	1	442	4.151294605	0.208998693
chr17	3157189	3157588	19.76982862	1271	ES	2	791	6.209606252	0.314095098
chr16	4022734	4023133	19.52465088	1233	ES	0	749	6.36237987	0.325863951
chr11	5695096	5695495	19.47578434	1234	ES	0	574	6.345361667	0.32580776
chr10	4203637	4204036	19.35716931	1060	ES	0	445	7.337492396	0.37905813
chr1	4802735	4803134	18.86477852	670	ES	0	17	11.22426523	0.594985264
chr13	5894939	5895338	18.6646729	1879	ES	4	709	2.011390616	0.107764579
chr16	4341305	4341704	18.38952973	748	ES	7	757	9.818733804	0.533930663
chr17	4092251	4092650	18.37787031	979	ES	0	814	7.503653094	0.408298294
chr11	6123681	6124080	18.32470417	1573	ES	0	595	4.182483849	0.228242912
chr18	5027656	5028055	18.14188689	1704	ES	34	921	3.306901105	0.182279888
chr7	3801730	3802129	17.90938623	1670	ES	0	325	3.515724354	0.196306245
chr5	5370292	5370691	17.87415898	902	ES	4	191	7.978468352	0.446368881
chr19	3509410	3509809	17.61820137	1813	ES	2	933	2.474790287	0.140467817
chr7	3201432	3201831	17.34795293	918	ES	1	294	7.613537373	0.438872379
chr12	4245884	4246283	17.14674699	426	ES	0	644	15.86746202	0.925391972
chr5	3522638	3523037	16.93388163	1782	ES	0	178	2.603545367	0.153747701
chr7	3802989	3803388	16.68808056	989	ES	0	326	6.755870355	0.404832079
chr6	3365683	3366082	16.28866622	390	ES	0	206	15.89688295	0.975947492
chr7	4213483	4213882	16.20496677	1223	ES	2	330	5.338623502	0.329443656
chr13	5824519	5824918	16.08861603	805	ES	0	705	7.949128803	0.494084064
chr13	3461053	3461452	16.01321139	653	ES	3	675	9.858922443	0.615674283
chr19	4046196	4046595	16.00826123	1239	ES	18	953	5.168476985	0.322863109
